date_key,amfi_code,nav
2013-04-05,119092,24.548
2013-04-06,119092,24.548
2013-04-07,119092,24.559
2013-04-08,119092,24.5645
2013-04-09,119092,24.5702
2013-04-10,119092,24.5758
2013-04-11,119092,24.5815
2013-04-12,119092,24.5872
2013-04-13,119092,24.5872
2013-04-14,119092,24.5986
2013-04-15,119092,24.6045
2013-04-16,119092,24.6103
2013-04-17,119092,24.6161
2013-04-18,119092,24.6219
2013-04-19,119092,24.6219
2013-04-20,119092,24.6219
2013-04-21,119092,24.6392
2013-04-22,119092,24.645
2013-04-23,119092,24.6507
2013-04-24,119092,24.6565
2013-04-25,119092,24.6623
2013-04-26,119092,24.6681
2013-04-27,119092,24.6681
2013-04-28,119092,24.6796
2013-04-29,119092,24.6855
2013-04-30,119092,24.6913
2013-05-01,119092,24.6971
2013-05-02,119092,24.7029
2013-05-03,119092,24.7088
2013-05-04,119092,24.7088
2013-05-05,119092,24.7203
2013-05-06,119092,24.726
2013-05-07,119092,24.7318
2013-05-08,119092,24.7375
2013-05-09,119092,24.7432
2013-05-10,119092,24.7491
2013-05-11,119092,24.7491
2013-05-12,119092,24.7604
2013-05-13,119092,24.7661
2013-05-14,119092,24.7718
2013-05-15,119092,24.7776
2013-05-16,119092,24.7833
2013-05-17,119092,24.7891
2013-05-18,119092,24.7891
2013-05-19,119092,24.8004
2013-05-20,119092,24.8061
2013-05-21,119092,24.8118
2013-05-22,119092,24.8174
2013-05-23,119092,24.823
2013-05-24,119092,24.8285
2013-05-25,119092,24.8285
2013-05-26,119092,24.8398
2013-05-27,119092,24.8455
2013-05-28,119092,24.8511
2013-05-29,119092,24.8568
2013-05-30,119092,24.8624
2013-05-31,119092,24.8679
2013-06-01,119092,24.8679
2013-06-02,119092,24.8791
2013-06-03,119092,24.8847
2013-06-04,119092,24.8903
2013-06-05,119092,24.8958
2013-06-06,119092,24.9014
2013-06-07,119092,24.907
2013-06-08,119092,24.907
2013-06-09,119092,24.9182
2013-06-10,119092,24.9237
2013-06-11,119092,24.9292
2013-06-12,119092,24.9347
2013-06-13,119092,24.9402
2013-06-14,119092,24.9455
2013-06-15,119092,24.9455
2013-06-16,119092,24.9567
2013-06-17,119092,24.9622
2013-06-18,119092,24.9678
2013-06-19,119092,24.9733
2013-06-20,119092,24.9788
2013-06-21,119092,24.9844
2013-06-22,119092,24.9844
2013-06-23,119092,24.9955
2013-06-24,119092,25.0009
2013-06-25,119092,25.0065
2013-06-26,119092,25.0121
2013-06-27,119092,25.0177
2013-06-28,119092,25.0257
2013-06-29,119092,25.0257
2013-06-30,119092,25.0257
2013-07-01,119092,25.0444
2013-07-02,119092,25.0506
2013-07-03,119092,25.0562
2013-07-04,119092,25.0619
2013-07-05,119092,25.0681
2013-07-06,119092,25.0681
2013-07-07,119092,25.0783
2013-07-08,119092,25.0838
2013-07-09,119092,25.0893
2013-07-10,119092,25.0948
2013-07-11,119092,25.1004
2013-07-12,119092,25.1064
2013-07-13,119092,25.1064
2013-07-14,119092,25.117
2013-07-15,119092,25.1225
2013-07-16,119092,25.0654
2013-07-17,119092,25.0747
2013-07-18,119092,25.0859
2013-07-19,119092,25.0951
2013-07-20,119092,25.0951
2013-07-21,119092,25.1088
2013-07-22,119092,25.1157
2013-07-23,119092,25.12
2013-07-24,119092,25.0935
2013-07-25,119092,25.1012
2013-07-26,119092,25.109
2013-07-27,119092,25.109
2013-07-28,119092,25.1236
2013-07-29,119092,25.131
2013-07-30,119092,25.1385
2013-07-31,119092,25.146
2013-08-01,119092,25.1536
2013-08-02,119092,25.1607
2013-08-03,119092,25.1607
2013-08-04,119092,25.1748
2013-08-05,119092,25.1832
2013-08-06,119092,25.1904
2013-08-07,119092,25.1974
2013-08-08,119092,25.2051
2013-08-09,119092,25.2051
2013-08-10,119092,25.2051
2013-08-11,119092,25.2278
2013-08-12,119092,25.2342
2013-08-13,119092,25.2414
2013-08-14,119092,25.2486
2013-08-15,119092,25.2559
2013-08-16,119092,25.263
2013-08-17,119092,25.263
2013-08-18,119092,25.2777
2013-08-19,119092,25.2847
2013-08-20,119092,25.2918
2013-08-21,119092,25.2993
2013-08-22,119092,25.3066
2013-08-23,119092,25.3141
2013-08-24,119092,25.3141
2013-08-25,119092,25.3289
2013-08-26,119092,25.3361
2013-08-27,119092,25.3433
2013-08-28,119092,25.3507
2013-08-29,119092,25.3581
2013-08-30,119092,25.3659
2013-08-31,119092,25.3659
2013-09-01,119092,25.3804
2013-09-02,119092,25.3877
2013-09-03,119092,25.3949
2013-09-04,119092,25.403
2013-09-05,119092,25.4121
2013-09-06,119092,25.4198
2013-09-07,119092,25.4198
2013-09-08,119092,25.4198
2013-09-09,119092,25.4408
2013-09-10,119092,25.4483
2013-09-11,119092,25.4558
2013-09-12,119092,25.4632
2013-09-13,119092,25.4707
2013-09-14,119092,25.4707
2013-09-15,119092,25.4852
2013-09-16,119092,25.4927
2013-09-17,119092,25.5003
2013-09-18,119092,25.5079
2013-09-19,119092,25.5168
2013-09-20,119092,25.5251
2013-09-21,119092,25.5251
2013-09-22,119092,25.5398
2013-09-23,119092,25.5472
2013-09-24,119092,25.5544
2013-09-25,119092,25.5616
2013-09-26,119092,25.5691
2013-09-27,119092,25.5767
2013-09-28,119092,25.5767
2013-09-29,119092,25.5911
2013-09-30,119092,25.5987
2013-10-01,119092,25.6067
2013-10-02,119092,25.6141
2013-10-03,119092,25.6214
2013-10-04,119092,25.629
2013-10-05,119092,25.629
2013-10-06,119092,25.6434
2013-10-07,119092,25.6508
2013-10-08,119092,25.6587
2013-10-09,119092,25.6659
2013-10-10,119092,25.673
2013-10-11,119092,25.6801
2013-10-12,119092,25.6801
2013-10-13,119092,25.694
2013-10-14,119092,25.7011
2013-10-15,119092,25.7083
2013-10-16,119092,25.7154
2013-10-17,119092,25.7225
2013-10-18,119092,25.7294
2013-10-19,119092,25.7294
2013-10-20,119092,25.743
2013-10-21,119092,25.75
2013-10-22,119092,25.757
2013-10-23,119092,25.764
2013-10-24,119092,25.771
2013-10-25,119092,25.7779
2013-10-26,119092,25.7779
2013-10-27,119092,25.7917
2013-10-28,119092,25.7986
2013-10-29,119092,25.8056
2013-10-30,119092,25.8127
2013-10-31,119092,25.8195
2013-11-01,119092,25.8264
2013-11-02,119092,25.8264
2013-11-03,119092,25.8264
2013-11-04,119092,25.8466
2013-11-05,119092,25.8532
2013-11-06,119092,25.8599
2013-11-07,119092,25.8666
2013-11-08,119092,25.8733
2013-11-09,119092,25.8733
2013-11-10,119092,25.8867
2013-11-11,119092,25.8933
2013-11-12,119092,25.8999
2013-11-13,119092,25.9068
2013-11-14,119092,25.9133
2013-11-15,119092,25.9133
2013-11-16,119092,25.9133
2013-11-17,119092,25.9329
2013-11-18,119092,25.9394
2013-11-19,119092,25.946
2013-11-20,119092,25.9525
2013-11-21,119092,25.9591
2013-11-22,119092,25.9656
2013-11-23,119092,25.9656
2013-11-24,119092,25.9785
2013-11-25,119092,25.985
2013-11-26,119092,25.9914
2013-11-27,119092,25.9979
2013-11-28,119092,26.0044
2013-11-29,119092,26.0108
2013-11-30,119092,26.0108
2013-12-01,119092,26.0236
2013-12-02,119092,26.03
2013-12-03,119092,26.0368
2013-12-04,119092,26.0431
2013-12-05,119092,26.0494
2013-12-06,119092,26.0558
2013-12-07,119092,26.0558
2013-12-08,119092,26.0686
2013-12-09,119092,26.0751
2013-12-10,119092,26.0815
2013-12-11,119092,26.0879
2013-12-12,119092,26.0942
2013-12-13,119092,26.1007
2013-12-14,119092,26.1007
2013-12-15,119092,26.1136
2013-12-16,119092,26.1199
2013-12-17,119092,26.1264
2013-12-18,119092,26.1328
2013-12-19,119092,26.1391
2013-12-20,119092,26.1455
2013-12-21,119092,26.1455
2013-12-22,119092,26.1582
2013-12-23,119092,26.1645
2013-12-24,119092,26.1709
2013-12-25,119092,26.1774
2013-12-26,119092,26.1837
2013-12-27,119092,26.19
2013-12-28,119092,26.19
2013-12-29,119092,26.2029
2013-12-30,119092,26.2093
2013-12-31,119092,26.2169
2014-01-01,119092,26.2235
2014-01-02,119092,26.2298
2014-01-03,119092,26.2362
2014-01-04,119092,26.2362
2014-01-05,119092,26.2489
2014-01-06,119092,26.2553
2014-01-07,119092,26.2617
2014-01-08,119092,26.2681
2014-01-09,119092,26.2744
2014-01-10,119092,26.2807
2014-01-11,119092,26.2807
2014-01-12,119092,26.2934
2014-01-13,119092,26.2998
2014-01-14,119092,26.3061
2014-01-15,119092,26.3125
2014-01-16,119092,26.3189
2014-01-17,119092,26.3252
2014-01-18,119092,26.3252
2014-01-19,119092,26.3379
2014-01-20,119092,26.3443
2014-01-21,119092,26.3506
2014-01-22,119092,26.357
2014-01-23,119092,26.3633
2014-01-24,119092,26.3696
2014-01-25,119092,26.3696
2014-01-26,119092,26.3823
2014-01-27,119092,26.3887
2014-01-28,119092,26.3949
2014-01-29,119092,26.4011
2014-01-30,119092,26.4072
2014-01-31,119092,26.4134
2014-02-01,119092,26.4134
2014-02-02,119092,26.4258
2014-02-03,119092,26.4319
2014-02-04,119092,26.4381
2014-02-05,119092,26.4443
2014-02-06,119092,26.4505
2014-02-07,119092,26.4568
2014-02-08,119092,26.4568
2014-02-09,119092,26.4692
2014-02-10,119092,26.4754
2014-02-11,119092,26.4816
2014-02-12,119092,26.4878
2014-02-13,119092,26.494
2014-02-14,119092,26.5002
2014-02-15,119092,26.5002
2014-02-16,119092,26.5127
2014-02-17,119092,26.5189
2014-02-18,119092,26.5252
2014-02-19,119092,26.5314
2014-02-20,119092,26.5376
2014-02-21,119092,26.5438
2014-02-22,119092,26.5438
2014-02-23,119092,26.5563
2014-02-24,119092,26.5625
2014-02-25,119092,26.569
2014-02-26,119092,26.5753
2014-02-27,119092,26.5816
2014-02-28,119092,26.5879
2014-03-01,119092,26.5879
2014-03-02,119092,26.6005
2014-03-03,119092,26.6068
2014-03-04,119092,26.6132
2014-03-05,119092,26.6196
2014-03-06,119092,26.626
2014-03-07,119092,26.6326
2014-03-08,119092,26.6326
2014-03-09,119092,26.6458
2014-03-10,119092,26.6523
2014-03-11,119092,26.6589
2014-03-12,119092,26.6656
2014-03-13,119092,26.6724
2014-03-14,119092,26.6792
2014-03-15,119092,26.6792
2014-03-16,119092,26.6792
2014-03-17,119092,26.6993
2014-03-18,119092,26.7062
2014-03-19,119092,26.7131
2014-03-20,119092,26.7201
2014-03-21,119092,26.727
2014-03-22,119092,26.727
2014-03-23,119092,26.7409
2014-03-24,119092,26.7484
2014-03-25,119092,26.7554
2014-03-26,119092,26.7624
2014-03-27,119092,26.7694
2014-03-28,119092,26.7777
2014-03-29,119092,26.7777
2014-03-30,119092,26.7777
2014-03-31,119092,26.805
2014-04-01,119092,26.8131
2014-04-02,119092,26.8201
2014-04-03,119092,26.8272
2014-04-04,119092,26.8337
2014-04-05,119092,26.8337
2014-04-06,119092,26.8477
2014-04-07,119092,26.8542
2014-04-08,119092,26.8612
2014-04-09,119092,26.8678
2014-04-10,119092,26.8747
2014-04-11,119092,26.8814
2014-04-12,119092,26.8814
2014-04-13,119092,26.8814
2014-04-14,119092,26.9019
2014-04-15,119092,26.9086
2014-04-16,119092,26.9154
2014-04-17,119092,26.9221
2014-04-18,119092,26.9221
2014-04-19,119092,26.9221
2014-04-20,119092,26.9423
2014-04-21,119092,26.949
2014-04-22,119092,26.9557
2014-04-23,119092,26.9624
2014-04-24,119092,26.9691
2014-04-25,119092,26.9753
2014-04-26,119092,26.9753
2014-04-27,119092,26.9891
2014-04-28,119092,26.9958
2014-04-29,119092,27.0024
2014-04-30,119092,27.009
2014-05-01,119092,27.0157
2014-05-02,119092,27.0224
2014-05-03,119092,27.0224
2014-05-04,119092,27.0356
2014-05-05,119092,27.0422
2014-05-06,119092,27.0488
2014-05-07,119092,27.0553
2014-05-08,119092,27.0619
2014-05-09,119092,27.0686
2014-05-10,119092,27.0686
2014-05-11,119092,27.0815
2014-05-12,119092,27.0881
2014-05-13,119092,27.0947
2014-05-14,119092,27.1012
2014-05-15,119092,27.1077
2014-05-16,119092,27.1137
2014-05-17,119092,27.1137
2014-05-18,119092,27.1274
2014-05-19,119092,27.1338
2014-05-20,119092,27.1406
2014-05-21,119092,27.1474
2014-05-22,119092,27.154
2014-05-23,119092,27.1604
2014-05-24,119092,27.1604
2014-05-25,119092,27.1733
2014-05-26,119092,27.1798
2014-05-27,119092,27.1863
2014-05-28,119092,27.1928
2014-05-29,119092,27.1994
2014-05-30,119092,27.206
2014-05-31,119092,27.206
2014-06-01,119092,27.2189
2014-06-02,119092,27.2252
2014-06-03,119092,27.2319
2014-06-04,119092,27.2385
2014-06-05,119092,27.2449
2014-06-06,119092,27.2514
2014-06-07,119092,27.2514
2014-06-08,119092,27.2643
2014-06-09,119092,27.2708
2014-06-10,119092,27.2773
2014-06-11,119092,27.2838
2014-06-12,119092,27.2902
2014-06-13,119092,27.2963
2014-06-14,119092,27.2963
2014-06-15,119092,27.3094
2014-06-16,119092,27.3157
2014-06-17,119092,27.3222
2014-06-18,119092,27.3286
2014-06-19,119092,27.3352
2014-06-20,119092,27.3415
2014-06-21,119092,27.3415
2014-06-22,119092,27.3542
2014-06-23,119092,27.3605
2014-06-24,119092,27.3668
2014-06-25,119092,27.3732
2014-06-26,119092,27.3796
2014-06-27,119092,27.386
2014-06-28,119092,27.386
2014-06-29,119092,27.3987
2014-06-30,119092,27.4057
2014-07-01,119092,27.4131
2014-07-02,119092,27.4196
2014-07-03,119092,27.426
2014-07-04,119092,27.4323
2014-07-05,119092,27.4323
2014-07-06,119092,27.4449
2014-07-07,119092,27.4513
2014-07-08,119092,27.4576
2014-07-09,119092,27.4639
2014-07-10,119092,27.4701
2014-07-11,119092,27.4762
2014-07-12,119092,27.4762
2014-07-13,119092,27.4888
2014-07-14,119092,27.495
2014-07-15,119092,27.5014
2014-07-16,119092,27.5077
2014-07-17,119092,27.5141
2014-07-18,119092,27.5205
2014-07-19,119092,27.5205
2014-07-20,119092,27.533
2014-07-21,119092,27.5394
2014-07-22,119092,27.5456
2014-07-23,119092,27.5517
2014-07-24,119092,27.5579
2014-07-25,119092,27.5643
2014-07-26,119092,27.5643
2014-07-27,119092,27.5769
2014-07-28,119092,27.5832
2014-07-29,119092,27.5895
2014-07-30,119092,27.5959
2014-07-31,119092,27.6022
2014-08-01,119092,27.6086
2014-08-02,119092,27.6086
2014-08-03,119092,27.6213
2014-08-04,119092,27.6277
2014-08-05,119092,27.6341
2014-08-06,119092,27.6404
2014-08-07,119092,27.6468
2014-08-08,119092,27.6531
2014-08-09,119092,27.6531
2014-08-10,119092,27.6659
2014-08-11,119092,27.6723
2014-08-12,119092,27.6787
2014-08-13,119092,27.6851
2014-08-14,119092,27.6915
2014-08-15,119092,27.6915
2014-08-16,119092,27.6915
2014-08-17,119092,27.6915
2014-08-18,119092,27.7173
2014-08-19,119092,27.7237
2014-08-20,119092,27.7301
2014-08-21,119092,27.7366
2014-08-22,119092,27.7431
2014-08-23,119092,27.7431
2014-08-24,119092,27.7559
2014-08-25,119092,27.7624
2014-08-26,119092,27.769
2014-08-27,119092,27.7754
2014-08-28,119092,27.7821
2014-08-29,119092,27.7821
2014-08-30,119092,27.7821
2014-08-31,119092,27.8016
2014-09-01,119092,27.8081
2014-09-02,119092,27.8146
2014-09-03,119092,27.8211
2014-09-04,119092,27.8277
2014-09-05,119092,27.8342
2014-09-06,119092,27.8342
2014-09-07,119092,27.8472
2014-09-08,119092,27.8538
2014-09-09,119092,27.8603
2014-09-10,119092,27.8669
2014-09-11,119092,27.8734
2014-09-12,119092,27.8799
2014-09-13,119092,27.8799
2014-09-14,119092,27.893
2014-09-15,119092,27.8996
2014-09-16,119092,27.9062
2014-09-17,119092,27.9128
2014-09-18,119092,27.9195
2014-09-19,119092,27.9262
2014-09-20,119092,27.9262
2014-09-21,119092,27.9395
2014-09-22,119092,27.9461
2014-09-23,119092,27.9528
2014-09-24,119092,27.9595
2014-09-25,119092,27.9661
2014-09-26,119092,27.9727
2014-09-27,119092,27.9727
2014-09-28,119092,27.9858
2014-09-29,119092,27.9924
2014-09-30,119092,28.0002
2014-10-01,119092,28.006
2014-10-02,119092,28.006
2014-10-03,119092,28.006
2014-10-04,119092,28.006
2014-10-05,119092,28.006
2014-10-06,119092,28.0406
2014-10-07,119092,28.0473
2014-10-08,119092,28.0542
2014-10-09,119092,28.0608
2014-10-10,119092,28.0674
2014-10-11,119092,28.0674
2014-10-12,119092,28.0806
2014-10-13,119092,28.0873
2014-10-14,119092,28.094
2014-10-15,119092,28.1006
2014-10-16,119092,28.1073
2014-10-17,119092,28.114
2014-10-18,119092,28.114
2014-10-19,119092,28.1272
2014-10-20,119092,28.1338
2014-10-21,119092,28.1404
2014-10-22,119092,28.1466
2014-10-23,119092,28.1466
2014-10-24,119092,28.1466
2014-10-25,119092,28.1466
2014-10-26,119092,28.1734
2014-10-27,119092,28.1801
2014-10-28,119092,28.1867
2014-10-29,119092,28.1934
2014-10-30,119092,28.2001
2014-10-31,119092,28.2069
2014-11-01,119092,28.2069
2014-11-02,119092,28.2203
2014-11-03,119092,28.227
2014-11-04,119092,28.2336
2014-11-05,119092,28.2404
2014-11-06,119092,28.247
2014-11-07,119092,28.2538
2014-11-08,119092,28.2538
2014-11-09,119092,28.2669
2014-11-10,119092,28.2736
2014-11-11,119092,28.2802
2014-11-12,119092,28.2868
2014-11-13,119092,28.2934
2014-11-14,119092,28.3
2014-11-15,119092,28.3
2014-11-16,119092,28.3132
2014-11-17,119092,28.3199
2014-11-18,119092,28.3265
2014-11-19,119092,28.3332
2014-11-20,119092,28.3398
2014-11-21,119092,28.3465
2014-11-22,119092,28.3465
2014-11-23,119092,28.3598
2014-11-24,119092,28.3664
2014-11-25,119092,28.373
2014-11-26,119092,28.3795
2014-11-27,119092,28.3861
2014-11-28,119092,28.3926
2014-11-29,119092,28.3926
2014-11-30,119092,28.4057
2014-12-01,119092,28.4124
2014-12-02,119092,28.419
2014-12-03,119092,28.4256
2014-12-04,119092,28.4321
2014-12-05,119092,28.4387
2014-12-06,119092,28.4387
2014-12-07,119092,28.4517
2014-12-08,119092,28.4582
2014-12-09,119092,28.4648
2014-12-10,119092,28.4713
2014-12-11,119092,28.4779
2014-12-12,119092,28.4846
2014-12-13,119092,28.4846
2014-12-14,119092,28.4975
2014-12-15,119092,28.5039
2014-12-16,119092,28.5104
2014-12-17,119092,28.5169
2014-12-18,119092,28.5234
2014-12-19,119092,28.5299
2014-12-20,119092,28.5299
2014-12-21,119092,28.543
2014-12-22,119092,28.5493
2014-12-23,119092,28.5559
2014-12-24,119092,28.5624
2014-12-25,119092,28.569
2014-12-26,119092,28.5754
2014-12-27,119092,28.5754
2014-12-28,119092,28.5886
2014-12-29,119092,28.5952
2014-12-30,119092,28.6019
2014-12-31,119092,28.6091
2015-01-01,119092,28.616
2015-01-02,119092,28.6226
2015-01-03,119092,28.6226
2015-01-04,119092,28.6357
2015-01-05,119092,28.6423
2015-01-06,119092,28.6489
2015-01-07,119092,28.6555
2015-01-08,119092,28.6621
2015-01-09,119092,28.6687
2015-01-10,119092,28.6687
2015-01-11,119092,28.6819
2015-01-12,119092,28.6885
2015-01-13,119092,28.6951
2015-01-14,119092,28.7017
2015-01-15,119092,28.7084
2015-01-16,119092,28.715
2015-01-17,119092,28.715
2015-01-18,119092,28.7282
2015-01-19,119092,28.7348
2015-01-20,119092,28.7414
2015-01-21,119092,28.748
2015-01-22,119092,28.7546
2015-01-23,119092,28.7612
2015-01-24,119092,28.7612
2015-01-25,119092,28.7612
2015-01-26,119092,28.7808
2015-01-27,119092,28.7875
2015-01-28,119092,28.7941
2015-01-29,119092,28.8007
2015-01-30,119092,28.8074
2015-01-31,119092,28.8074
2015-02-01,119092,28.8206
2015-02-02,119092,28.8272
2015-02-03,119092,28.8337
2015-02-04,119092,28.8403
2015-02-05,119092,28.8469
2015-02-06,119092,28.8535
2015-02-07,119092,28.8535
2015-02-08,119092,28.8667
2015-02-09,119092,28.8733
2015-02-10,119092,28.8799
2015-02-11,119092,28.8865
2015-02-12,119092,28.8931
2015-02-13,119092,28.8997
2015-02-14,119092,28.8997
2015-02-15,119092,28.9129
2015-02-16,119092,28.9195
2015-02-17,119092,28.926
2015-02-18,119092,28.9326
2015-02-19,119092,28.9392
2015-02-20,119092,28.9458
2015-02-21,119092,28.9458
2015-02-22,119092,28.9591
2015-02-23,119092,28.9657
2015-02-24,119092,28.9723
2015-02-25,119092,28.9789
2015-02-26,119092,28.9857
2015-02-27,119092,28.9925
2015-02-28,119092,28.9925
2015-03-01,119092,29.0062
2015-03-02,119092,29.0128
2015-03-03,119092,29.0196
2015-03-04,119092,29.0269
2015-03-05,119092,29.034
2015-03-06,119092,29.034
2015-03-07,119092,29.034
2015-03-08,119092,29.0546
2015-03-09,119092,29.0612
2015-03-10,119092,29.068
2015-03-11,119092,29.0746
2015-03-12,119092,29.0813
2015-03-13,119092,29.0881
2015-03-14,119092,29.0881
2015-03-15,119092,29.1021
2015-03-16,119092,29.1089
2015-03-17,119092,29.1157
2015-03-18,119092,29.1225
2015-03-19,119092,29.1293
2015-03-20,119092,29.1361
2015-03-21,119092,29.1361
2015-03-22,119092,29.15
2015-03-23,119092,29.1566
2015-03-24,119092,29.1631
2015-03-25,119092,29.1698
2015-03-26,119092,29.1768
2015-03-27,119092,29.1838
2015-03-28,119092,29.1838
2015-03-29,119092,29.1978
2015-03-30,119092,29.2056
2015-03-31,119092,29.2191
2015-04-01,119092,29.2191
2015-04-02,119092,29.2191
2015-04-03,119092,29.2191
2015-04-04,119092,29.2191
2015-04-05,119092,29.2588
2015-04-06,119092,29.2665
2015-04-07,119092,29.2735
2015-04-08,119092,29.2801
2015-04-09,119092,29.2871
2015-04-10,119092,29.2936
2015-04-11,119092,29.2936
2015-04-12,119092,29.3073
2015-04-13,119092,29.314
2015-04-14,119092,29.3208
2015-04-15,119092,29.3276
2015-04-16,119092,29.3343
2015-04-17,119092,29.3411
2015-04-18,119092,29.3411
2015-04-19,119092,29.3548
2015-04-20,119092,29.3616
2015-04-21,119092,29.3684
2015-04-22,119092,29.3751
2015-04-23,119092,29.3819
2015-04-24,119092,29.3887
2015-04-25,119092,29.3887
2015-04-26,119092,29.4023
2015-04-27,119092,29.409
2015-04-28,119092,29.4158
2015-04-29,119092,29.4227
2015-04-30,119092,29.4294
2015-05-01,119092,29.4294
2015-05-02,119092,29.4294
2015-05-03,119092,29.4294
2015-05-04,119092,29.4569
2015-05-05,119092,29.4635
2015-05-06,119092,29.4702
2015-05-07,119092,29.4768
2015-05-08,119092,29.4835
2015-05-09,119092,29.4835
2015-05-10,119092,29.497
2015-05-11,119092,29.5038
2015-05-12,119092,29.5106
2015-05-13,119092,29.5174
2015-05-14,119092,29.5243
2015-05-15,119092,29.531
2015-05-16,119092,29.531
2015-05-17,119092,29.5448
2015-05-18,119092,29.5519
2015-05-19,119092,29.5588
2015-05-20,119092,29.5655
2015-05-21,119092,29.5726
2015-05-22,119092,29.5794
2015-05-23,119092,29.5794
2015-05-24,119092,29.5925
2015-05-25,119092,29.5994
2015-05-26,119092,29.6063
2015-05-27,119092,29.6131
2015-05-28,119092,29.6199
2015-05-29,119092,29.6269
2015-05-30,119092,29.6269
2015-05-31,119092,29.64
2015-06-01,119092,29.647
2015-06-02,119092,29.6537
2015-06-03,119092,29.6605
2015-06-04,119092,29.6673
2015-06-05,119092,29.6739
2015-06-06,119092,29.6739
2015-06-07,119092,29.6871
2015-06-08,119092,29.6937
2015-06-09,119092,29.7004
2015-06-10,119092,29.7071
2015-06-11,119092,29.7137
2015-06-12,119092,29.7203
2015-06-13,119092,29.7203
2015-06-14,119092,29.7336
2015-06-15,119092,29.7401
2015-06-16,119092,29.7466
2015-06-17,119092,29.7532
2015-06-18,119092,29.7597
2015-06-19,119092,29.7664
2015-06-20,119092,29.7664
2015-06-21,119092,29.7793
2015-06-22,119092,29.7858
2015-06-23,119092,29.7923
2015-06-24,119092,29.7989
2015-06-25,119092,29.8054
2015-06-26,119092,29.8121
2015-06-27,119092,29.8121
2015-06-28,119092,29.8251
2015-06-29,119092,29.8317
2015-06-30,119092,29.8396
2015-07-01,119092,29.8462
2015-07-02,119092,29.8528
2015-07-03,119092,29.8595
2015-07-04,119092,29.8595
2015-07-05,119092,29.8724
2015-07-06,119092,29.8791
2015-07-07,119092,29.8856
2015-07-08,119092,29.8921
2015-07-09,119092,29.8986
2015-07-10,119092,29.9052
2015-07-11,119092,29.9052
2015-07-12,119092,29.9184
2015-07-13,119092,29.9249
2015-07-14,119092,29.9315
2015-07-15,119092,29.938
2015-07-16,119092,29.9445
2015-07-17,119092,29.9511
2015-07-18,119092,29.9511
2015-07-19,119092,29.9643
2015-07-20,119092,29.9708
2015-07-21,119092,29.9774
2015-07-22,119092,29.9839
2015-07-23,119092,29.9904
2015-07-24,119092,29.997
2015-07-25,119092,29.997
